filename,long,lat,heading
row-3-column-1.jpg,43.466944,-79.708056,0.0
row-2-column-1.jpg,43.467222,-79.708056,0.0
row-1-column-1.jpg,43.4675,-79.708056,0.0
row-3-column-2.jpg,43.466944,-79.707778,0.0
row-2-column-2.jpg,43.467222,-79.707778,180
row-1-column-2.jpg,43.4675,-79.707778,0.0
row-3-column-3.jpg,43.466944,-79.707222,0.0
row-2-column-3.jpg,43.467222,-79.707222,0.0
row-1-column-3.jpg,43.4675,-79.707222,0.0
